trip_id,rider_id,distance_km,duration_min,fare_amount,ride_date,surge_flag,fare_zscore,distance_km_zscore,hour_x,day_of_week_x,month_x,payment_mode_Cash,payment_mode_Credit Card,payment_mode_UPI,payment_mode_Wallet,zone_Zone_1,zone_Zone_10,zone_Zone_2,zone_Zone_3,zone_Zone_4,zone_Zone_5,zone_Zone_6,zone_Zone_7,zone_Zone_8,zone_Zone_9,fare_log,distance_km_log,duration_min_sqrt,fare_amount_standard,distance_km_standard,duration_min_standard,fare_amount_minmax,distance_km_minmax,duration_min_minmax,is_peak_hour,fare_per_km,surge_flag_new,zone_name,name,age,gender,city,signup_date,total_rides,cancelled_rides,avg_rating,hour_y,day_of_week_y,month_y,gender_encoded,ride_frequency,total_distance,avg_ride_distance,total_fare,avg_ride_fare,days_since_signup,ride_cancellation_rate,population_density,traffic_index,avg_speed_kmph,zone_type
T01437,R0030,1.32,7.44,29.58,2024-04-17,0,-1.228299771979191,-1.5567965316438488,0,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.420346200500916,0.8415671856782186,2.727636339397171,-1.2428143606715185,-1.5567965316438488,-1.513510642283162,0.0699064725263046,0.05030959752321982,0.036091198725607336,0,22.409090909090907,0,Zone_6,Saanvi Patel,25,Other,Mumbai,2021-01-08,442,58,3.72,0,4,1,2,High,81.05,0.1833710407239819,1585.25,3.5865384615384617,2060,0.13122171945701358,14627,0.54,37.6,Mixed
T01438,R0095,2.32,15.32,24.12,2023-06-18,0,-1.2921589683970898,-1.3320669019052378,0,6,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3.223664341599998,1.199964782928397,3.9140771581561853,-1.3076599286766735,-1.3320669019052378,-1.2944489806203212,0.05539908598150707,0.0890092879256966,0.07531859816806054,0,10.396551724137932,0,Zone_10,Kavya Iyer,29,Female,Chennai,2020-10-07,481,77,4.26,0,2,10,0,High,114.75,0.23856548856548856,1879.6100000000001,3.907713097713098,2153,0.1600831600831601,2440,1.54,35.4,Industrial
T01439,R0090,8.97,66.47,86.98,2024-03-03,0,-0.5569595019448709,0.16238513585652573,0,6,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4.477109515920573,2.299580583973747,8.152913589631623,-0.5611045431814269,0.16238513585652573,0.12750584096017348,0.22242002338186842,0.34636222910216724,0.3299482277976902,0,9.696767001114827,0,Zone_3,Kavya Iyer,33,Female,Mumbai,2021-01-31,152,25,4.51,0,6,1,0,Low,108.13000000000001,0.7113815789473685,1919.8799999999999,12.63078947368421,2037,0.16447368421052633,12971,2.11,38.0,Business
T01440,R0184,11.44,107.46,187.99,2024-07-09,0,0.6244356317862558,0.7174673213108947,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.241694103606946,2.5209170873110334,10.366291525902597,0.6385384649139417,0.7174673213108947,1.2670156774525385,0.4908066744606228,0.4419504643962848,0.5340003982477101,0,16.43269230769231,0,Zone_8,Meera Nair,29,Female,Surat,2020-03-04,285,27,3.97,0,2,3,0,Medium,69.16,0.24266666666666664,1212.72,4.2551578947368425,2370,0.09473684210526316,4516,1.93,31.0,Business
T01441,R0262,15.09,94.9,262.4,2024-01-03,0,1.4947218598917216,1.537730469856825,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.573673789309181,2.7781979610042917,9.741663102366044,1.5222671673431698,1.537730469856825,0.9178514045483157,0.6885163141672865,0.5832043343653251,0.47147550776583036,0,17.388999337309475,0,Zone_5,Meera Singh,30,Male,Ahmedabad,2019-04-21,6,0,3.35,0,6,4,1,Low,59.620000000000005,9.936666666666667,967.3599999999999,161.22666666666666,2688,0.0,2590,1.31,43.9,Business
T01442,R0132,5.64,55.5,111.73,2023-08-05,0,-0.2674878698307695,-0.5859645311730493,0,5,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.72499557905644,1.8931119634883424,7.44983221287567,-0.26716172118003717,-0.5859645311730493,-0.17745690376588766,0.28818152832394517,0.2174922600619195,0.27533851055356434,0,19.810283687943265,0,Zone_3,Aadhya Iyer,23,Male,Surat,2022-12-09,484,25,3.32,0,4,12,1,High,69.39999999999999,0.1433884297520661,1091.99,2.2561776859504135,1360,0.05165289256198347,12971,2.11,38.0,Business
T01443,R0139,0.54,2.74,12.47,2023-05-28,0,-1.4284153124023133,-1.7320856428399656,0,6,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2.6004649904222727,0.43178241642553783,1.6552945357246849,-1.4460208933763177,-1.7320856428399656,-1.6441692475896785,0.02444468062493358,0.02012383900928793,0.012694145758661889,0,23.09259259259259,0,Zone_2,Diya Gupta,44,Other,Kolkata,2023-10-09,155,7,4.39,0,0,10,2,Low,58.92,0.38012903225806455,1002.23,6.466,1056,0.04516129032258064,6371,0.91,58.4,Residential
T01444,R0232,8.93,48.23,144.17,2024-02-21,0,0.111924645150299,0.15339595066698106,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.9779054694733365,2.295560478057081,6.944782214007866,0.11811121400077396,0.15339595066698106,-0.37956074644213794,0.3743755978318631,0.3448142414860681,0.23914774990043805,0,16.144456886898094,0,Zone_5,Meera Das,38,Male,Jaipur,2022-12-08,172,15,3.94,0,3,12,1,Medium,93.19999999999999,0.541860465116279,1490.84,8.667674418604651,1361,0.0872093023255814,2590,1.31,43.9,Business
T01445,R0146,4.03,29.85,74.2,2024-08-10,0,-0.7064321265274252,-0.947779235052213,0,5,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4.320151230955794,1.6154199841116479,5.463515351859094,-0.7128859276330536,-0.947779235052213,-0.890519292300388,0.18846317355723244,0.1551857585139319,0.14765033851055356,0,18.411910669975185,0,Zone_9,Kavya Gupta,30,Male,Surat,2020-04-15,80,11,3.89,0,2,4,1,Low,67.44,0.843,938.47,11.730875000000001,2328,0.1375,11037,1.83,56.1,Mixed
T01446,R0236,3.38,17.1,61.12,2024-04-15,0,-0.8594134981659077,-1.0938534943823102,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4.129067998280486,1.4770487243883548,4.135214625627067,-0.8682302553816668,-1.0938534943823102,-1.244965508823385,0.15370921458178338,0.13003095975232198,0.08417960971724414,0,18.08284023668639,0,Zone_9,Arjun Gupta,28,Male,Ahmedabad,2020-08-10,61,1,3.36,0,0,8,1,Low,50.01,0.8198360655737704,768.54,12.599016393442623,2211,0.01639344262295082,11037,1.83,56.1,Mixed
T01447,R0204,15.04,124.93,217.68,2023-08-22,0,0.9716846320879798,1.5264939883698945,0,1,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5.387609474026799,2.7750856024383683,11.177208953938367,0.991151086539043,1.5264939883698945,1.752676493347187,0.5696939100860878,0.5812693498452013,0.6209677419354839,0,14.473404255319151,0,Zone_2,Aarav Kumar,37,Female,Hyderabad,2019-01-01,438,5,3.73,0,1,1,0,High,67.81,0.15481735159817353,901.35,2.0578767123287673,2798,0.01141552511415525,6371,0.91,58.4,Residential
T01448,R0095,11.09,79.83,177.19,2023-04-29,0,0.49812073777282956,0.638811950902381,0,5,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5.182850396739323,2.492378664626701,8.934763567101259,0.510272506222426,0.638811950902381,0.49890987646976115,0.46211074503135297,0.42840557275541796,0.39645559538032654,0,15.97745716862038,0,Zone_10,Kavya Iyer,29,Female,Chennai,2020-10-07,481,77,4.26,0,2,10,0,High,114.75,0.23856548856548856,1879.6100000000001,3.907713097713098,2153,0.1600831600831601,2440,1.54,35.4,Industrial
T01449,R0041,4.36,36.21,73.04,2024-08-10,0,-0.7199992818103486,-0.8736184572384713,0,5,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4.304605487705297,1.6789639750827108,6.017474553332153,-0.7266626417147348,-0.8736184572384713,-0.7137131795877399,0.18538101817408864,0.16795665634674925,0.1793110314615691,0,16.75229357798165,0,Zone_1,Aarav Nair,25,Other,Pune,2020-04-11,353,8,4.74,0,5,4,2,High,42.14,0.11937677053824362,702.16,1.9891218130311614,2332,0.0226628895184136,4921,2.43,30.9,Residential
T01450,R0095,7.91,57.89,184.42,2023-01-11,0,0.5826815418207063,-0.0758282716664021,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5.222623522178837,2.187174241482718,7.608547824650904,0.5961394396798015,-0.0758282716664021,-0.1110156129823611,0.48132107556594744,0.3053405572755418,0.2872361608920749,0,23.314791403286975,0,Zone_1,Kavya Iyer,29,Female,Chennai,2020-10-07,481,77,4.26,0,2,10,0,High,114.75,0.23856548856548856,1879.6100000000001,3.907713097713098,2153,0.1600831600831601,4921,2.43,30.9,Residential
T01451,R0090,7.57,66.04,94.64,2023-01-17,0,-0.4673694937834965,-0.1522363457775298,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.560591142590124,2.1482677326096886,8.126499861564017,-0.4701307243317039,-0.1522363457775298,0.11555196855979025,0.24277287703262834,0.29218266253869973,0.3278076463560335,0,12.501981505944517,0,Zone_4,Kavya Iyer,33,Female,Mumbai,2021-01-31,152,25,4.51,0,6,1,0,Low,108.13000000000001,0.7113815789473685,1919.8799999999999,12.63078947368421,2037,0.16447368421052633,4038,2.46,48.2,Business
T01452,R0216,8.83,58.43,130.74,2023-05-21,0,-0.045150264720100024,0.13092298769312005,0,6,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4.880830283212547,2.285438934159075,7.643951857514541,-0.04138988092765662,0.13092298769312005,-0.09600377322374005,0.3386916781804655,0.34094427244582043,0.2899243329350856,0,14.80634201585504,0,Zone_1,Ishaan Ghosh,44,Female,Chennai,2019-08-01,335,24,3.4,0,3,8,0,High,29.64,0.0884776119402985,498.88,1.4891940298507462,2586,0.07164179104477612,4921,2.43,30.9,Residential
T01453,R0112,5.97,39.87,48.61,2023-11-23,0,-1.0057282503981264,-0.5118037533593076,0,3,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.9041924263129575,1.9416152247724325,6.314269553954756,-1.0168049908660055,-0.5118037533593076,-0.6119662656681972,0.12046976299287916,0.23026315789473684,0.19753086419753083,0,8.142378559463987,0,Zone_1,Meera Nair,41,Female,Delhi,2020-11-13,311,11,3.24,0,4,11,0,Medium,89.53,0.28787781350482317,1150.27,3.6986173633440513,2116,0.03536977491961415,4921,2.43,30.9,Residential
T01454,R0026,1.5,13.48,22.54,2023-01-16,0,-1.3106383695583133,-1.5163451982908989,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.1587011018321305,0.9162907318741551,3.671511950137164,-1.3264247633741362,-1.5163451982908989,-1.3456004346126598,0.051200977787224995,0.05727554179566564,0.0661589008363202,0,15.026666666666666,0,Zone_3,Aarav Kumar,26,Female,Surat,2020-04-17,44,5,3.17,0,4,4,0,Low,79.29,1.8020454545454547,973.19,22.11795454545455,2326,0.11363636363636363,12971,2.11,38.0,Business
T01455,R0248,3.12,16.59,37.83,2023-11-11,0,-1.1318092279411571,-1.152283198114349,0,5,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3.659193143743576,1.415853163361435,4.07308237088326,-1.1448334200043886,-1.152283198114349,-1.2591433574843052,0.0918269741736635,0.11996904024767803,0.08164078056551174,0,12.124999999999998,0,Zone_8,Vivaan Ghosh,18,Female,Chennai,2021-10-24,104,12,3.65,0,6,10,0,Low,57.72,0.5549999999999999,939.6600000000001,9.03519230769231,1771,0.11538461538461539,4516,1.93,31.0,Business
T01456,R0014,5.34,32.55,116.6,2023-09-13,0,-0.21052920928953026,-0.6533834200946326,0,2,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4.767289035464526,1.8468787684491346,5.705260730238365,-0.20932327499228912,-0.6533834200946326,-0.8154600935072828,0.3011212668721437,0.20588235294117646,0.16109119872560732,0,21.835205992509362,0,Zone_6,Aarav Das,26,Female,Ahmedabad,2021-06-08,325,53,3.0,0,1,6,0,High,42.19,0.1298153846153846,881.0,2.710769230769231,1909,0.16307692307692306,14627,0.54,37.6,Mixed
T01457,R0197,8.14,59.34,155.04,2023-10-27,0,0.23905824681010843,-0.024140456826521463,0,4,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5.050112384638456,2.2126603854660587,7.703246069028303,0.24720852612825303,-0.024140456826521463,-0.0707060432601378,0.40325751939632265,0.3142414860681115,0.29445440063719636,0,19.046683046683043,0,Zone_10,Saanvi Das,29,Female,Bengaluru,2020-10-08,475,87,3.87,0,3,10,0,High,71.08,0.14964210526315788,973.0,2.048421052631579,2152,0.1831578947368421,2440,1.54,35.4,Industrial
T01458,R0197,2.59,24.08,23.54,2023-04-17,0,-1.2989425460385515,-1.2713899018758128,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.2003044392827653,1.2781522025001875,4.907137658554118,-1.3145482857175144,-1.2713899018758128,-1.0509235800915797,0.05385800828993517,0.09945820433436534,0.11892672242134607,0,9.08880308880309,0,Zone_8,Saanvi Das,29,Female,Bengaluru,2020-10-08,475,87,3.87,0,3,10,0,High,71.08,0.14964210526315788,973.0,2.048421052631579,2152,0.1831578947368421,4516,1.93,31.0,Business
T01459,R0050,8.93,49.33,120.64,2024-04-09,0,-0.16327808226969304,0.15339595066698106,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.801065862809164,2.295560478057081,7.02353187506115,-0.16134230525953697,0.15339595066698106,-0.34898107285976165,0.3118556701030928,0.3448142414860681,0.24462365591397847,0,13.509518477043674,0,Zone_8,Diya Das,49,Male,Ahmedabad,2022-10-06,330,41,3.42,0,3,10,1,High,60.099999999999994,0.1821212121212121,915.81,2.775181818181818,1424,0.12424242424242424,4516,1.93,31.0,Business
T01460,R0144,6.09,45.45,95.39,2024-03-22,0,-0.4585976261436753,-0.4848361977906743,0,4,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4.568402461795877,1.958685340544036,6.74166151627327,-0.46122336608923753,-0.4848361977906743,-0.4568439214957795,0.24476564990966093,0.23490712074303405,0.22530864197530864,0,15.663382594417078,0,Zone_4,Ishaan Kumar,34,Other,Pune,2021-01-31,194,10,3.52,0,6,1,2,Medium,84.47,0.4354123711340206,1552.4499999999998,8.002319587628865,2037,0.05154639175257732,4038,2.46,48.2,Business
T01461,R0086,4.2,35.0,45.3,2023-06-28,0,-1.0444414262485375,-0.9095751979966491,0,2,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3.835141961092188,1.6486586255873816,5.916079783099616,-1.0561161319094237,-0.9095751979966491,-0.7473508205283538,0.11167499202890849,0.16176470588235295,0.1732875348466746,0,10.785714285714285,0,Zone_6,Vivaan Patel,23,Male,Hyderabad,2019-11-08,337,17,4.56,0,4,11,1,High,64.68,0.19192878338278935,1129.82,3.352581602373887,2487,0.050445103857566766,14627,0.54,37.6,Mixed
T01462,R0020,1.65,12.51,16.27,2024-02-07,0,-1.383971183027219,-1.4826357538301072,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.848970892158587,0.9745596399981308,3.5369478367654787,-1.4008902782811548,-1.4826357538301072,-1.3725661467716643,0.03454139653523223,0.06308049535603716,0.06133014735165273,0,9.860606060606061,0,Zone_9,Diya Das,35,Female,Chennai,2019-09-17,274,21,4.03,0,1,9,0,Medium,53.85,0.19653284671532847,746.06,2.722846715328467,2539,0.07664233576642336,11037,1.83,56.1,Mixed
T01463,R0006,10.23,71.51,162.16,2023-03-13,0,0.3223325102708116,0.44554446932717556,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.094731314449358,2.418588768750352,8.456358554366059,0.3317690470434003,0.44554446932717556,0.2676163453739702,0.42217557657561905,0.39512383900928794,0.3550378335324572,0,15.851417399804495,0,Zone_9,Aarav Das,45,Female,Jaipur,2023-06-30,248,13,4.64,0,4,6,0,Medium,63.24,0.255,1095.43,4.417056451612903,1157,0.05241935483870968,11037,1.83,56.1,Mixed
T01464,R0079,10.12,57.51,203.24,2023-07-30,0,0.8027969404626213,0.42082421005592807,0,6,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5.319295772933229,2.4087452888224363,7.583534795858722,0.8196547491774242,0.42082421005592807,-0.12157950021990932,0.5313263896269529,0.39086687306501544,0.28534448426921544,0,20.08300395256917,0,Zone_1,Ishaan Nair,25,Male,Bengaluru,2020-09-23,146,28,4.92,0,2,9,1,Low,36.46,0.24972602739726027,612.4100000000001,4.194589041095891,2167,0.1917808219178082,4921,2.43,30.9,Residential
T01465,R0137,12.0,79.86,296.06,2024-05-01,1,1.8884032795668997,0.843315913964517,0,2,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5.693934138601387,2.5649493574615367,8.936442245099556,1.92202940526506,0.843315913964517,0.49974386756746236,0.777951960888511,0.46362229102167185,0.3966049382716049,0,24.671666666666667,1,Zone_10,Arjun Gupta,27,Male,Bengaluru,2021-08-10,166,32,3.14,0,1,8,1,Medium,82.33,0.49596385542168675,1499.3700000000001,9.032349397590362,1846,0.1927710843373494,2440,1.54,35.4,Industrial
T01466,R0013,10.75,59.64,144.88,2024-04-15,0,0.12022867984932988,0.5624038767912533,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4.982784365940479,2.463853240590168,7.722693830523129,0.12654351313697554,0.5624038767912533,-0.06236613228312618,0.3762620894887873,0.41524767801857587,0.2959478295499801,0,13.477209302325582,0,Zone_10,Ishaan Gupta,43,Female,Kolkata,2019-04-01,6,0,3.91,0,0,4,0,Low,80.51,13.418333333333335,1432.84,238.80666666666664,2708,0.0,2440,1.54,35.4,Industrial
T01467,R0263,11.12,97.41,93.08,2023-09-08,0,-0.4856149784743248,0.6455538397945392,0,4,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4.544145484150317,2.4948569806411682,9.869650449737316,-0.48865802947603393,0.6455538397945392,0.9876286597226467,0.23862790944840045,0.4295665634674922,0.4839705296694544,0,8.370503597122303,0,Zone_3,Ishaan Das,31,Other,Chennai,2020-12-30,297,21,3.84,0,2,12,2,Medium,104.61999999999999,0.3522558922558922,1547.67,5.2110101010101015,2069,0.0707070707070707,12971,2.11,38.0,Business
T01468,R0099,9.91,79.9,187.68,2023-08-25,0,0.6208099264951297,0.37363098781082,0,4,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5.240052458416061,2.3896797998449792,8.938679992034618,0.6348567568403889,0.37363098781082,0.5008558556977307,0.48998299500478265,0.3827399380804954,0.3968040621266428,0,18.938446014127145,0,Zone_6,Diya Gupta,35,Other,Mumbai,2021-08-21,80,8,3.7,0,5,8,2,Low,69.37,0.867125,1282.66,16.033250000000002,1835,0.1,14627,0.54,37.6,Mixed
T01469,R0012,0.79,4.99,15.11,2023-12-19,0,-1.3975383383101425,-1.6759032354053127,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2.779440197188883,0.5822156198526637,2.233830790368868,-1.414666992362836,-1.6759032354053127,-1.5816199152620907,0.031459241152088424,0.029798761609907125,0.023894862604540025,0,19.12658227848101,0,Zone_7,Aarav Das,31,Female,Hyderabad,2022-01-19,248,11,3.31,0,2,1,0,Medium,29.11,0.11737903225806451,352.76,1.4224193548387096,1684,0.04435483870967742,11070,0.64,45.2,Industrial
T01470,R0213,6.6,58.55,155.4,2024-05-30,0,0.2432687432772228,-0.37022408662398265,0,3,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5.052416828111211,2.028148247292285,7.651797174520506,0.25148405808463703,-0.37022408662398265,-0.09266780883293545,0.40421405037729835,0.2546439628482972,0.29052170450019915,0,23.545454545454547,0,Zone_10,Kavya Ghosh,29,Female,Chennai,2019-06-04,456,26,3.74,0,1,6,0,High,61.089999999999996,0.13396929824561402,1064.3999999999999,2.3342105263157893,2644,0.05701754385964912,2440,1.54,35.4,Industrial
T01471,R0252,0.84,6.37,18.24,2023-03-13,0,-1.3609304106932885,-1.6646667539183821,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2.9569914452375605,0.6097655716208943,2.5238858928247927,-1.3774936172976098,-1.6646667539183821,-1.543256324767837,0.03977574662557126,0.03173374613003096,0.03076463560334528,0,21.71428571428571,0,Zone_3,Reyansh Gupta,38,Other,Ahmedabad,2020-09-23,392,47,4.83,0,2,9,2,High,100.41,0.25614795918367345,1682.05,4.290943877551021,2167,0.11989795918367346,12971,2.11,38.0,Business
T01472,R0197,14.85,108.9,143.01,2024-05-12,0,0.0983574898673755,1.4837953587195585,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.969882741609291,2.7631695003232895,10.435516278555651,0.1043344999190927,1.4837953587195585,1.307047250142195,0.37129344244871926,0.5739164086687306,0.5411688570290721,0,9.63030303030303,0,Zone_8,Saanvi Das,29,Female,Bengaluru,2020-10-08,475,87,3.87,0,3,10,0,High,71.08,0.14964210526315788,973.0,2.048421052631579,2152,0.1831578947368421,4516,1.93,31.0,Business
T01473,R0062,7.93,62.97,76.83,2024-04-04,0,-0.675672110670452,-0.07133367907162998,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.354526960971297,2.189416394888408,7.93536388579629,-0.6816507913961383,-0.07133367907162998,0.03020687956170364,0.19545116377936017,0.3061145510835913,0.31252489048187976,0,9.688524590163935,0,Zone_8,Kavya Sharma,38,Male,Jaipur,2019-05-13,57,3,3.58,0,0,5,1,Low,66.05,1.1587719298245613,889.51,15.605438596491227,2666,0.05263157894736842,4516,1.93,31.0,Business
T01474,R0259,14.35,89.85,254.51,2023-04-29,0,1.402441812320802,1.371430543850253,0,5,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.543261547821099,2.731115474033206,9.478923989567592,1.428561758632424,1.371430543850253,0.7774629031019518,0.6675523435009033,0.5545665634674922,0.44633612106730386,0,17.73588850174216,0,Zone_7,Aadhya Das,32,Male,Jaipur,2019-06-25,150,27,3.52,0,1,6,1,Low,79.74000000000001,0.5316000000000001,1283.08,8.553866666666666,2623,0.18,11070,0.64,45.2,Industrial
T01475,R0208,2.85,20.24,28.56,2024-08-10,0,-1.2402295119693478,-1.212960198143774,0,5,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.386422096080001,1.3480731482996928,4.498888751680797,-1.2549283678812726,-1.212960198143774,-1.1576744405973294,0.06719630141354023,0.1095201238390093,0.09981083233771405,0,10.021052631578947,0,Zone_7,Aadhya Iyer,24,Other,Chennai,2020-01-08,356,53,4.75,0,2,1,2,High,49.42,0.13882022471910113,602.13,1.691376404494382,2426,0.14887640449438203,11070,0.64,45.2,Industrial
T01476,R0003,7.54,65.54,175.74,2024-06-29,0,0.4811617936691753,-0.15897823466968822,0,5,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5.174679726089859,2.1447610078004784,8.095677859203638,0.49305161362032457,-0.15897823466968822,0.10165211693143741,0.4582580508024232,0.2910216718266254,0.3253185981680606,0,23.30769230769231,0,Zone_2,Kavya Reddy,34,Male,Pune,2023-05-04,45,9,3.76,0,3,5,1,Low,67.68,1.5040000000000002,971.71,21.593555555555557,1214,0.2,6371,0.91,58.4,Residential
T01477,R0043,9.32,91.17,102.0,2023-02-09,0,-0.3812882326780506,0.2410405062650395,0,3,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4.634728988229636,2.334083760053417,9.54829827770373,-0.3827198487789674,0.2410405062650395,0.8141585114008035,0.2623286215325752,0.3599071207430341,0.4529072082835524,0,10.944206008583691,0,Zone_1,Diya Kumar,28,Male,Ahmedabad,2021-12-10,85,16,4.68,0,4,12,1,Low,67.16,0.7901176470588235,862.5,10.147058823529411,1724,0.18823529411764706,4921,2.43,30.9,Residential
T01478,R0199,6.35,32.89,147.29,2024-06-21,0,0.14841561453195548,-0.42640649405863545,0,4,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.999169815986978,1.9947003132247452,5.734980383575867,0.15516582428943404,-0.42640649405863545,-0.8060081944000027,0.3826655330003188,0.24496904024767802,0.1627837514934289,0,23.19527559055118,0,Zone_1,Aarav Das,29,Male,Ahmedabad,2021-08-03,344,27,3.91,0,1,8,1,High,85.15,0.24752906976744188,1600.5,4.652616279069767,1853,0.07848837209302326,4921,2.43,30.9,Residential
T01479,R0058,8.94,71.26,120.2,2023-10-22,0,-0.16842424461838815,0.15564324696436713,0,6,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4.797442073635214,2.2965670206684825,8.441563836162112,-0.16656795542845051,0.15564324696436713,0.2606664195597938,0.3106865766819003,0.34520123839009287,0.35379330943847076,0,13.445190156599553,0,Zone_6,Vivaan Reddy,46,Male,Kolkata,2021-05-31,480,25,4.32,0,0,5,1,High,76.12,0.15858333333333335,1043.47,2.1738958333333334,1917,0.052083333333333336,14627,0.54,37.6,Mixed
T01480,R0273,15.41,120.88,163.17,2024-03-17,0,0.3341452920257708,1.6096439513731806,0,6,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5.100902476306427,2.7978909051019993,10.994544101507802,0.34376428947658827,1.6096439513731806,1.6400876951575287,0.4248591773833563,0.5955882352941176,0.6008064516129032,0,10.588578844905904,0,Zone_7,Aadhya Nair,43,Male,Delhi,2022-09-17,289,48,3.76,0,5,9,1,Medium,74.85,0.2589965397923875,957.47,3.313044982698962,1443,0.16608996539792387,11070,0.64,45.2,Industrial
T01481,R0106,2.84,20.79,26.74,2024-06-30,0,-1.2615159107753142,-1.2152074944411602,0,6,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.3228754148866853,1.3454723665996355,4.559605246071199,-1.2765435572163244,-1.2152074944411602,-1.1423846038061414,0.06236050589860771,0.10913312693498453,0.10254878534448426,0,9.415492957746478,0,Zone_3,Aarav Patel,32,Other,Bengaluru,2021-11-25,6,1,4.03,0,3,11,2,Low,39.67,6.611666666666667,438.62,73.10333333333334,1739,0.16666666666666666,12971,2.11,38.0,Business
T01482,R0120,5.19,40.17,93.02,2023-12-25,0,-0.4863167278855105,-0.6870928645554241,0,0,12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4.5435075255959845,1.8229350866965048,6.33798075099633,-0.48937061813543126,-0.6870928645554241,-0.6036263546911854,0.23846848761823783,0.200077399380805,0.1990242931103146,0,17.922928709055874,0,Zone_7,Ishaan Gupta,18,Other,Surat,2020-07-12,311,15,4.55,0,6,7,2,Medium,68.2,0.21929260450160773,1013.95,3.260289389067524,2240,0.04823151125401929,11070,0.64,45.2,Industrial
T01483,R0154,16.0,137.14,336.27,2024-07-02,0,2.3586923432965166,1.7422344329189612,0,1,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5.820883796517047,2.833213344056216,11.71067888723792,2.3995825718378225,1.7422344329189612,2.0921108701115627,0.8847911574024869,0.618421052631579,0.6817502986857825,0,21.016875,0,Zone_1,Kavya Patel,18,Other,Kolkata,2019-03-25,466,79,4.68,0,0,3,2,High,138.62,0.2974678111587983,2059.52,4.419570815450644,2715,0.16952789699570817,4921,2.43,30.9,Residential
T01484,R0014,4.04,28.89,89.41,2023-04-18,0,-0.5285386507918501,-0.9455319387548269,0,1,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4.504354880749275,1.6174060820832772,5.374941860150675,-0.532244702475836,-0.9455319387548269,-0.9172070074268254,0.22887660750345412,0.15557275541795665,0.14287136598964556,0,22.13118811881188,0,Zone_1,Aarav Das,26,Female,Ahmedabad,2021-06-08,325,53,3.0,0,1,6,0,High,42.19,0.1298153846153846,881.0,2.710769230769231,1909,0.16307692307692306,4921,2.43,30.9,Residential
